Topic: 0
plusieurs : 3.160856e-05
plush : 3.160856e-05
pluses : 3.160856e-05
plus : 3.160856e-05
plural : 3.160856e-05
plunked : 3.160856e-05
pnw : 3.160856e-05
Topic: 80
sushi : 0.032213826
korean : 0.025900198
ice : 0.020887919
quality : 0.017046003
terrible : 0.015772127
burgers : 0.014628955
pretty : 0.013570768
cream : 0.013282605
attentive : 0.011238776
great : 0.0108629465
talk : 0.010683751
okay : 0.010121736
skeptical : 0.010081505
expectations : 0.009775455
want : 0.009511212
Topic: 81
plunk : 3.160856e-05
plunge : 3.160856e-05
plz : 3.160856e-05
plying : 3.160856e-05
ply : 3.160856e-05
plutt : 3.160856e-05
plusses : 3.160856e-05
pluss : 3.160856e-05
plusieurs : 3.160856e-05
plush : 3.160856e-05
pluses : 3.160856e-05
plus : 3.160856e-05
plural : 3.160856e-05
plunked : 3.160856e-05
pnw : 3.160856e-05
Topic: 82
plunk : 3.160856e-05
plunge : 3.160856e-05
plz : 3.160856e-05
plying : 3.160856e-05
ply : 3.160856e-05
plutt : 3.160856e-05
plusses : 3.160856e-05
pluss : 3.160856e-05
plusieurs : 3.160856e-05
plush : 3.160856e-05
pluses : 3.160856e-05
plus : 3.160856e-05
plural : 3.160856e-05
plunked : 3.160856e-05
pnw : 3.160856e-05
Topic: 83
cool : 0.07362035
mustard : 0.051712316
fat : 0.04585978
refreshing : 0.030763911
honestly : 0.026409794
stay : 0.020481342
leaves : 0.016987944
awesome : 0.016068311
bad : 0.015809646
bottles : 0.015575309
lights : 0.015549279
ok : 0.015156007
shows : 0.014935987
happen : 0.014128115
darn : 0.013823766
Topic: 84
outstanding : 0.042814076
beat : 0.040564895
value : 0.029578717
great : 0.027126774
visiting : 0.025459845
disappointed : 0.022691745
plan : 0.019866396
deals : 0.018824698
meals : 0.018582646
means : 0.01719616
suggest : 0.01715951
definitely : 0.017132025
works : 0.016938152
lively : 0.0158567
based : 0.015309312
Topic: 85
hubby : 0.06817109
rock : 0.055507872
apple : 0.054633323
frequent : 0.048439126
management : 0.04767763
ridiculous : 0.03945697
haven : 0.02998565
year : 0.022483163
kid : 0.021573834
hopes : 0.020192996
parents : 0.019861162
mark : 0.018759284
appetite : 0.017665125
yuck : 0.017524809
gone : 0.016565837
Topic: 86
amazing : 0.11268511
great : 0.095460564
service : 0.058835927
atmosphere : 0.05858437
excellent : 0.05221441
spot : 0.04882123
authentic : 0.038537234
definitely : 0.027160445
place : 0.02582207
love : 0.025379954
delicious : 0.024291757
happy : 0.024258932
soon : 0.021124922
perfectly : 0.020011498
family : 0.01609377
Topic: 87
joint : 0.13464554
ambience : 0.07501106
owned : 0.059159055
treated : 0.05552363
actual : 0.040327
80 : 0.03910992
pop : 0.032570917
meaning : 0.024681458
nonetheless : 0.024432104
joe : 0.023342095
faster : 0.022872593
charming : 0.021697434
expecting : 0.018278917
talking : 0.013236884
breast : 0.012280119
Topic: 88
plunk : 3.160856e-05
plunge : 3.160856e-05
plz : 3.160856e-05
plying : 3.160856e-05
ply : 3.160856e-05
plutt : 3.160856e-05
plusses : 3.160856e-05
pluss : 3.160856e-05
plusieurs : 3.160856e-05
plush : 3.160856e-05
pluses : 3.160856e-05
plus : 3.160856e-05
plural : 3.160856e-05
plunked : 3.160856e-05
pnw : 3.160856e-05
Topic: 89
plunk : 3.160856e-05
plunge : 3.160856e-05
plz : 3.160856e-05
plying : 3.160856e-05
ply : 3.160856e-05
plutt : 3.160856e-05
plusses : 3.160856e-05
pluss : 3.160856e-05
plusieurs : 3.160856e-05
plush : 3.160856e-05
pluses : 3.160856e-05
plus : 3.160856e-05
plural : 3.160856e-05
plunked : 3.160856e-05
pnw : 3.160856e-05
Topic: 90
expensive : 0.06895462
sushi : 0.039423622
bomb : 0.038354695
inexpensive : 0.019583557
00 : 0.019402009
45 : 0.01867243
happy : 0.018385874
cheaper : 0.017135238
50 : 0.016368443
great : 0.014231777
25 : 0.0133025935
spend : 0.012878724
close : 0.012273976
good : 0.011528196
awesome : 0.011421017
Topic: 91
summer : 0.043077625
thai : 0.034388907
garden : 0.03360916
coffee : 0.030816505
wide : 0.027428353
lacked : 0.024424605
tasteless : 0.024317184
breakfast : 0.020713547
tired : 0.018144373
cold : 0.017176023
safe : 0.016489467
heat : 0.016350046
warm : 0.014743801
sundays : 0.013651361
worried : 0.01273024
Topic: 92
plunk : 3.160856e-05
plunge : 3.160856e-05
plz : 3.160856e-05
plying : 3.160856e-05
ply : 3.160856e-05
plutt : 3.160856e-05
plusses : 3.160856e-05
pluss : 3.160856e-05
plusieurs : 3.160856e-05
plush : 3.160856e-05
pluses : 3.160856e-05
plus : 3.160856e-05
plural : 3.160856e-05
plunked : 3.160856e-05
pnw : 3.160856e-05
Topic: 93
loaded : 0.08034124
calories : 0.027230365
differently : 0.02588707
fudge : 0.0029387998
raisins : 0.00021743214
broccoli : 2.7865106e-05
temptations : 2.7580354e-05
eating : 2.7574022e-05
2000 : 2.7564642e-05
bacon : 2.756439e-05
crumbled : 2.742095e-05
corn : 2.7418662e-05
white : 2.7407643e-05
cheese : 2.7342272e-05
sweet : 2.7341952e-05
Topic: 94
plunk : 3.160856e-05
plunge : 3.160856e-05
plz : 3.160856e-05
plying : 3.160856e-05
ply : 3.160856e-05
plutt : 3.160856e-05
plusses : 3.160856e-05
pluss : 3.160856e-05
plusieurs : 3.160856e-05
plush : 3.160856e-05
pluses : 3.160856e-05
plus : 3.160856e-05
plural : 3.160856e-05
plunked : 3.160856e-05
pnw : 3.160856e-05
Topic: 95
portions : 0.037697073
combo : 0.030697756
house : 0.026912669
great : 0.025455851
lobster : 0.025450462
date : 0.024924247
loved : 0.02472259
shot : 0.022880245
casual : 0.021273628
prices : 0.020860836
definitely : 0.020095952
steak : 0.019867636
glad : 0.019532587
happy : 0.01739636
average : 0.017069198
Topic: 96
plunk : 3.160856e-05
plunge : 3.160856e-05
plz : 3.160856e-05
plying : 3.160856e-05
ply : 3.160856e-05
plutt : 3.160856e-05
plusses : 3.160856e-05
pluss : 3.160856e-05
plusieurs : 3.160856e-05
plush : 3.160856e-05
pluses : 3.160856e-05
plus : 3.160856e-05
plural : 3.160856e-05
plunked : 3.160856e-05
pnw : 3.160856e-05
Topic: 97
sushi : 0.072156176
vegas : 0.06849273
las : 0.047714397
best : 0.04209187
favorite : 0.031658642
unique : 0.028334124
wasabi : 0.026904663
town : 0.026343277
perfect : 0.023901325
definitely : 0.022219403
chef : 0.01845737
roll : 0.017690282
rolls : 0.017535785
fresh : 0.016922845
happy : 0.016453218
Topic: 98
plunk : 3.160856e-05
plunge : 3.160856e-05
plz : 3.160856e-05
plying : 3.160856e-05
ply : 3.160856e-05
plutt : 3.160856e-05
plusses : 3.160856e-05
pluss : 3.160856e-05
plusieurs : 3.160856e-05
plush : 3.160856e-05
pluses : 3.160856e-05
plus : 3.160856e-05
plural : 3.160856e-05
plunked : 3.160856e-05
pnw : 3.160856e-05
Topic: 99
slow : 0.08631064
omg : 0.058945797
giving : 0.049859446
needs : 0.042946696
reason : 0.03730813
worst : 0.03087167
screaming : 0.028734665
packed : 0.027055683
product : 0.026995782
hell : 0.025022525
hello : 0.024960138
wtf : 0.022473859
upset : 0.020523166
school : 0.019225402
cheapest : 0.018954743
